ModelID,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,BLVRB_RNA,BLVRB_Protein,BLVRB_dependency,BLVRB_effect,Is_Breast_Cancer
ACH-001994,MGH-ICC16,MGHICC16,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.888329251685774,,,,0
ACH-001996,MGH-ICC18,MGHICC18,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.416966377422315,,,,0
ACH-001997,MGH-AOVC1,MGHAOVC1,Ampulla of Vater,Ampullary Carcinoma,6.510416059676693,,0.021247709,0.019556825,0
ACH-001999,950-5-BIK,9505BIK,Pancreas,Pancreatic Adenocarcinoma,7.200398416745334,,0.078561246,-0.122406324,0
ACH-002001,A375 SKIN CJ1,A375SKINCJ1,Skin,Melanoma,4.889205811120548,,0.010148091,0.020124237,0
ACH-002002,A375 SKIN CJ2,A375SKINCJ2,Skin,Melanoma,6.1585551601273565,,0.057490467,-0.110261271,0
ACH-002003,A375 SKIN CJ3,A375SKINCJ3,Skin,Melanoma,4.875883249418675,,0.039085575,-0.107985057,0
ACH-002004,UACC62 SKIN CJ1,UACC62SKINCJ1,Skin,Melanoma,7.793986893244193,,0.005878456,0.157393549,0
ACH-002005,SK-MEL-19,SKMEL19,Skin,Melanoma,6.829481737325009,,0.020267903,-0.038992377,0
ACH-002010,MP41,MP41,Eye,Ocular Melanoma,5.542208514322841,,,,0
ACH-002011,MP46,MP46,Eye,Ocular Melanoma,7.093084748747973,,,,0
ACH-002013,MM28,MM28,Eye,Ocular Melanoma,6.23313646076114,,,,0
ACH-002014,Mel270,MEL270,Eye,Ocular Melanoma,6.778681685964098,,0.146816345,-0.34399352,0
ACH-002015,Mel285,MEL285,Eye,Ocular Melanoma,8.168145582514176,,0.00731538,0.084580192,0
ACH-002016,Mel290,MEL290,Eye,Ocular Melanoma,6.071893497688663,,0.013963525,0.091166741,0
ACH-002016,Mel290,MEL290,Eye,Ocular Melanoma,5.793890681764302,,0.013963525,0.091166741,0
ACH-002017,Omm1,OMM1,Eye,Ocular Melanoma,7.705784423857355,,,,0
ACH-002018,Omm2.5,OMM25,Eye,Ocular Melanoma,6.730612786262822,,0.009950743,0.068707308,0
ACH-002019,HOKUG,HOKUG,Cervix,Glassy Cell Carcinoma of the Cervix,7.310549165357512,,0.031798117,-0.017139321,0
ACH-002020,SKG-IIIa,SKGIIIA,Cervix,Cervical Squamous Cell Carcinoma,8.457774847249814,,0.008336185,0.118041015,0
ACH-002021,T3M-3,T3M3,Uterus,Gestational Trophoblastic Disease,6.89773656925193,,0.007669248,0.115084426,0
ACH-002023,TGBC18TKB,TGBC18TKB,Ampulla of Vater,Ampullary Carcinoma,6.476067319493624,,0.067965857,-0.090360505,0
ACH-002024,ECC4,ECC4,Bowel,Colorectal Adenocarcinoma,2.366364182945645,,0.007798394,0.156721255,0
ACH-002025,TT1TKB,TT1TKB,Bowel,Colorectal Adenocarcinoma,6.097077693111392,,0.004956001,0.110233657,0
ACH-002026,HHUA,HHUA,Uterus,Endometrial Carcinoma,6.727008274100886,,0.016837319,-0.014493049,0
ACH-002027,HOUA-I,HOUAI,Uterus,Endometrial Carcinoma,5.657519966157562,,0.011801094,0.015303428,0
ACH-002029,SAS,SAS,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.402306059742371,,0.033102891,-0.071065111,0
ACH-002030,Sa3,SA3,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.039988186,-0.06552753,0
ACH-002033,HMMME,HMMME,Pleura,Pleural Mesothelioma,5.471710976530092,,0.017082653,0.123391386,0
ACH-002034,T3M-11,T3M11,Lung,Non-Small Cell Lung Cancer,3.905687848526861,,,,0
ACH-002035,LCAM1,LCAM1,Lung,Non-Small Cell Lung Cancer,5.950370427006735,,0.004490129,0.141174375,0
ACH-002036,WA-hT,WAHT,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002038,HSKTC,HSKTC,Ovary/Fallopian Tube,"Ovarian Cancer, Other",6.026514589905585,,,,0
ACH-002039,PK-8,PK8,Pancreas,Pancreatic Adenocarcinoma,6.487129361645315,,0.01374129,0.023820777,0
ACH-002040,HMV-II,HMVII,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,5.618341449829074,,0.057266365,-0.118101447,0
ACH-002041,HOTHC,HOTHC,Thyroid,Anaplastic Thyroid Cancer,6.404283251229027,,0.055888914,-0.05200186,0
ACH-002042,T3M-5,T3M5,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.572610801252378,,0.002116307,0.258281755,0
ACH-002043,Ca9-22,CA922,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.6461712994745055,,0.022726438,-0.012139315,0
ACH-002044,HSQ-89,HSQ89,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.538414002087416,,0.015751708,-0.009750301,0
ACH-002045,HO-1-u-1,HO1U1,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.155890872735649,,0.013783422,0.025673869,0
ACH-002046,HTMMT,HTMMT,Uterus,Endometrial Carcinoma,5.993357350612298,,0.012101581,0.091140192,0
ACH-002047,HIRS-BM,HIRSBM,Uterus,Endometrial Carcinoma,5.8424609772227605,,,,0
ACH-002048,RMS-YM,RMSYM,Soft Tissue,Rhabdomyosarcoma,5.442064344848328,,0.00693038,0.063087336,0
ACH-002050,HTST,HTST,Other,Extra Gonadal Germ Cell Tumor,6.131474248492706,,,,0
ACH-002051,Lu-134-A,LU134A,Lung,Lung Neuroendocrine Tumor,1.2151815654533151,,0.025651973,0.016882392,0
ACH-002051,Lu-134-A,LU134A,Lung,Lung Neuroendocrine Tumor,1.2749832011037687,,0.025651973,0.016882392,0
ACH-002052,Lu-139,LU139,Lung,Lung Neuroendocrine Tumor,1.7494227092414807,,0.008604802,0.113456294,0
ACH-002055,TL-1,TL1,Lymphoid,Mature B-Cell Neoplasms,4.2935176304174245,,0.042199917,-0.109193549,0
ACH-002058,ATN-1,ATN1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-002059,P30/OHK,P30OHK,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,3.711230571893636,,0.002915142,0.113920348,0
ACH-002060,MY,MY,Myeloid,Acute Leukemias of Ambiguous Lineage,4.200606359214633,,0.012158494,0.042603789,0
ACH-002061,P2UR/K-562,P2URK562,Myeloid,Myeloproliferative Neoplasms,9.264015593142044,,0.133308869,-0.228121625,0
ACH-002062,SLVL,SLVL,Lymphoid,Mature B-Cell Neoplasms,6.099894799801921,,0.071159127,-0.178050723,0
ACH-002065,HS-PSS,HSPSS,Peripheral Nervous System,Nerve Sheath Tumor,5.229664823411809,,,,0
ACH-002066,HS-Sch-2,HSSCH2,Peripheral Nervous System,Nerve Sheath Tumor,6.875177995555855,,0.009501047,0.073078568,0
ACH-002067,NOS-1,NOS1,Bone,Osteosarcoma,7.113179561547262,,0.003667322,0.20882588,0
ACH-002069,HS-Os-1,HSOS1,Bone,Osteosarcoma,5.5362674229923,,0.02781708,-0.018694465,0
ACH-002070,HKBMM,HKBMM,CNS/Brain,Meningothelial Tumor,6.255916109090578,,0.025272913,-0.000143016,0
ACH-002074,Lu-143,LU143,Lung,Lung Neuroendocrine Tumor,2.601862880286956,,,,0
ACH-002075,Lu-138,LU138,Lung,Lung Neuroendocrine Tumor,3.4612797071676686,,,,0
ACH-002077,Lu-165,LU165,Lung,Lung Neuroendocrine Tumor,4.33716873093084,,0.008358714,0.137612141,0
ACH-002080,TN-2,TN2,Peripheral Nervous System,Neuroblastoma,2.0755223628387096,,0.024403782,-0.001356623,0
ACH-002083,NB69,NB69,Peripheral Nervous System,Neuroblastoma,,,0.009075979,0.138662751,0
ACH-002084,MMAc,MMAC,Skin,Melanoma,5.589544789475331,,0.037375672,-0.057034936,0
ACH-002085,HS-SY-II,HSSYII,Soft Tissue,Synovial Sarcoma,,,,,0
ACH-002089,201T,201T,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002090,BB65-RCC,BB65RCC,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002091,CAL-39,CAL39,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,,,,,0
ACH-002092,CHSA0011,CHSA0011,Bone,Chondrosarcoma,,,,,0
ACH-002093,CHSA0108,CHSA0108,Bone,Chondrosarcoma,,,,,0
ACH-002094,CHSA8926,CHSA8926,Bone,Chondrosarcoma,,,,,0
ACH-002095,COR-L303,CORL303,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002096,CP50-MEL-B,CP50MELB,Skin,Melanoma,,,,,0
ACH-002097,CP66-MEL,CP66MEL,Skin,Melanoma,,,,,0
ACH-002098,CP67-MEL,CP67MEL,Skin,Melanoma,,,,,0
ACH-002099,CS1,CS1,Bone,Chondrosarcoma,,,,,0
ACH-002100,DJM-1,DJM1,Skin,Cutaneous Squamous Cell Carcinoma,,,,,0
ACH-002101,EMC-BAC-1,EMCBAC1,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002102,EMC-BAC-2,EMCBAC2,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002103,ES1,ES1,Bone,Ewing Sarcoma,,,,,0
ACH-002104,ES3,ES3,Bone,Ewing Sarcoma,,,,,0
ACH-002105,ES4,ES4,Bone,Ewing Sarcoma,,,0.023430737,0.012163747,0
ACH-002106,ES5,ES5,Bone,Ewing Sarcoma,,,0.026613763,0.002421182,0
ACH-002107,ES6,ES6,Bone,Ewing Sarcoma,,,,,0
ACH-002108,ES7,ES7,Bone,Ewing Sarcoma,,,,,0
ACH-002109,ES8,ES8,Bone,Ewing Sarcoma,,,0.116960255,-0.228405898,0
ACH-002110,EW-1,EW1,Bone,Ewing Sarcoma,,,0.00267023,0.166188934,0
ACH-002111,EW-11,EW11,Bone,Ewing Sarcoma,,,,,0
ACH-002112,EW-12,EW12,Bone,Ewing Sarcoma,,,,,0
ACH-002113,EW-13,EW13,Bone,Ewing Sarcoma,,,,,0
ACH-002114,EW-16,EW16,Bone,Ewing Sarcoma,,,0.006689807,0.103147862,0
ACH-002115,EW-18,EW18,Bone,Ewing Sarcoma,,,,,0
ACH-002116,EW-22,EW22,Bone,Ewing Sarcoma,,,0.035073245,-0.007480397,0
ACH-002117,EW-24,EW24,Bone,Ewing Sarcoma,,,,,0
ACH-002118,EW-3,EW3,Bone,Ewing Sarcoma,,,,,0
ACH-002119,EW-7,EW7,Bone,Ewing Sarcoma,,,0.051750781,-0.103033587,0
ACH-002120,GAK,GAK,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,,,,,0
ACH-002121,G-MEL,GMEL,Skin,Melanoma,,,,,0
ACH-002122,GT3TKB,GT3TKB,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002123,H2369,H2369,Pleura,Pleural Mesothelioma,,,,,0
ACH-002124,H2373,H2373,Pleura,Pleural Mesothelioma,,,,,0
ACH-002125,H2461,H2461,Pleura,Pleural Mesothelioma,,,,,0
ACH-002126,H2591,H2591,Pleura,Pleural Mesothelioma,,,,,0
ACH-002127,H2595,H2595,Pleura,Pleural Mesothelioma,,,,,0
ACH-002128,H2722,H2722,Pleura,Pleural Mesothelioma,,,,,0
ACH-002129,H2731,H2731,Pleura,Pleural Mesothelioma,,,,,0
ACH-002130,H2795,H2795,Pleura,Pleural Mesothelioma,,,,,0
ACH-002131,H2803,H2803,Pleura,Pleural Mesothelioma,,,,,0
ACH-002132,H2804,H2804,Pleura,Pleural Mesothelioma,,,,,0
ACH-002133,H2810,H2810,Pleura,Pleural Mesothelioma,,,,,0
ACH-002134,H2818,H2818,Pleura,Pleural Mesothelioma,,,,,0
ACH-002135,H2869,H2869,Pleura,Pleural Mesothelioma,,,,,0
ACH-002136,H290,H290,Pleura,Pleural Mesothelioma,,,,,0
ACH-002138,H513,H513,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002139,HA7-RCC,HA7RCC,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002140,Hey,HEY,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,0.051583108,-0.032361811,0
ACH-002141,HSC-39,HSC39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,,0.029695048,-0.028289482,0
ACH-002142,HuO-3N1,HUO3N1,Bone,Osteosarcoma,7.2019670538825045,,0.022939697,0.012214286,0
ACH-002143,IST-MEL1,ISTMEL1,Skin,Melanoma,,,0.012571757,0.219494261,0
ACH-002144,IST-SL1,ISTSL1,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002145,IST-SL2,ISTSL2,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002146,JHOS-3,JHOS3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,,,0
ACH-002147,K2,K2,Skin,Melanoma,,,,,0
ACH-002148,K5,K5,Thyroid,Well-Differentiated Thyroid Cancer,,,,,0
ACH-002149,KGN,KGN,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,,,,,0
ACH-002150,LB1047-RCC,LB1047RCC,Kidney,Renal Cell Carcinoma,,,0.025587565,0.006486104,0
ACH-002151,LB2241-RCC,LB2241RCC,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002152,LB2518-MEL,LB2518MEL,Skin,Melanoma,,,,,0
ACH-002153,LB373-MEL-D,LB373MELD,Skin,Melanoma,,,,,0
ACH-002154,LB647-SCLC,LB647SCLC,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002155,LB996-RCC,LB996RCC,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002156,LC-1-sq,LC1SQ,Lung,Non-Small Cell Lung Cancer,,,0.017283477,0.054372866,0
ACH-002157,LC-2-ad,LC2AD,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002158,LU-99A,LU99A,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002159,M14,M14,Skin,Melanoma,,,,,0
ACH-002160,MC-IXC,MCIXC,Bone,Ewing Sarcoma,,,0.00641509,0.126806051,0
ACH-002161,MKN28,MKN28,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,,0.003998556,0.160048714,0
ACH-002162,MMAC-SF,MMACSF,Skin,Melanoma,,,,,0
ACH-002163,MRK-nu-1,MRKNU1,Breast,Invasive Breast Carcinoma,,,,,1
ACH-002164,MZ1-PC,MZ1PC,Pancreas,Pancreatic Adenocarcinoma,,,,,0
ACH-002165,MZ2-MEL,MZ2MEL,Skin,Melanoma,,,,,0
ACH-002166,MZ7-mel,MZ7MEL,Skin,Melanoma,,,,,0
ACH-002167,NCC010,NCC010,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002168,NCC021,NCC021,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002169,NCI-H1304,NCIH1304,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002170,NCI-H1688,NCIH1688,Lung,Lung Neuroendocrine Tumor,3.775756435728688,,,,0
ACH-002171,NCI-H250,NCIH250,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002172,NCI-H322M,NCIH322M,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002173,NCI-H378,NCIH378,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002174,NCI-H720,NCIH720,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002175,NCI-H740,NCIH740,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002177,NCI-H835,NCIH835,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002178,NY,NY,Bone,Osteosarcoma,6.889972363983757,,,,0
ACH-002179,OCUB-M,OCUBM,Breast,Invasive Breast Carcinoma,,,0.046186865,-0.096011413,1
ACH-002180,OMC-1,OMC1,Cervix,Cervical Squamous Cell Carcinoma,,,,,0
ACH-002181,OVCA420,OVCA420,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,0.045192979,-0.043964549,0
ACH-002182,OVCA433,OVCA433,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,,,0
ACH-002183,OVMIU,OVMIU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,0.031770152,-0.049943735,0
ACH-002184,PC-3 [JPC-3],PC3JPC3,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-002186,PL4,PL4,Pancreas,Pancreatic Adenocarcinoma,,,0.142811796,-0.195703115,0
ACH-002187,RCC-AB,RCCAB,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002188,RCC-ER,RCCER,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002189,RCC-FG2,RCCFG2,Kidney,Renal Cell Carcinoma,,,0.009772603,0.201788004,0
ACH-002190,RCC-JF,RCCJF,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002191,RCC-JW,RCCJW,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002192,RCC-MF,RCCMF,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002193,RERF-LC-FM,RERFLCFM,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002195,RXF393,RXF393,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002196,SBC-1,SBC1,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002197,SBC-3,SBC3,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002198,SCH,SCH,Other,Extra Gonadal Germ Cell Tumor,,,0.001599848,0.332265324,0
ACH-002199,SN12C,SN12C,Kidney,Renal Cell Carcinoma,,,,,0
ACH-002200,SW962,SW962,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,,,,,0
ACH-002201,TC-YIK,TCYIK,Cervix,Small Cell Carcinoma of the Cervix,,,,,0
ACH-002202,TMK-1,TMK1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,,0.001173777,0.288345447,0
ACH-002204,U-CH2,UCH2,Bone,Chordoma,,,,,0
ACH-002205,WM1552C,WM1552C,Skin,Melanoma,,,,,0
ACH-002206,WM278,WM278,Skin,Melanoma,,,,,0
ACH-002207,WM35,WM35,Skin,Melanoma,,,,,0
ACH-002208,YMB-1-E,YMB1E,Breast,Invasive Breast Carcinoma,,,,,1
ACH-002209,ALL-PO,ALLPO,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-002210,ARH-77,ARH77,Myeloid,Non-Cancerous,,,0.001780418,0.226574239,0
ACH-002211,BALL-1,BALL1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-002212,BB30-HNC,BB30HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.003137767,0.217801138,0
ACH-002213,BB49-HNC,BB49HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,,,0
ACH-002214,BC-1,BC1,Lymphoid,Mature B-Cell Neoplasms,4.382183045645047,,0.017264641,0.004375922,0
ACH-002215,BC-3,BC3,Lymphoid,Mature B-Cell Neoplasms,3.442400807795038,,0.003918295,0.132723019,0
ACH-002216,BE-13,BE13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-002217,BE2-M17,BE2M17,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-002218,CESS,CESS,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-002219,COLO-320-HSR,COLO320HSR,Bowel,Colorectal Adenocarcinoma,,,,,0
ACH-002220,CRO-AP2,CROAP2,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002221,CTB-1,CTB1,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002222,CTV-1,CTV1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-002223,D-245MG,D245MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002224,D-247MG,D247MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002225,D-263MG,D263MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002226,D-336MG,D336MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002227,D-392MG,D392MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002228,D-423MG,D423MG,CNS/Brain,Diffuse Glioma,,,0.105766214,-0.180756589,0
ACH-002229,D-502MG,D502MG,CNS/Brain,Diffuse Glioma,,,0.118266928,-0.147167308,0
ACH-002230,D-542MG,D542MG,CNS/Brain,Diffuse Glioma,,,0.01422001,0.134677283,0
ACH-002231,D-566MG,D566MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002232,DG-75,DG75,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002233,DIFI,DIFI,Bowel,Colorectal Adenocarcinoma,,,0.06151382,-0.085290525,0
ACH-002234,DOK,DOK,Head and Neck,"Head and Neck Carcinoma, Other",,,0.003032519,0.292886002,0
ACH-002235,DSH1,DSH1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,,,,,0
ACH-002236,EB-3,EB3,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002237,ETK-1,ETK1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,,,,,0
ACH-002238,GR-ST,GRST,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-002239,H3118,H3118,Head and Neck,Salivary Carcinoma,,,0.007427606,0.142068084,0
ACH-002240,H9,H9,Lymphoid,Mature T and NK Neoplasms,,,,,0
ACH-002241,HAL-01,HAL01,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-002242,HC-1,HC1,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002243,HCE-4,HCE4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,,,0.009217441,0.128836525,0
ACH-002244,HO-1-N-1,HO1N1,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,,,0
ACH-002245,Hs-445,HS445,Lymphoid,Hodgkin Lymphoma,,,,,0
ACH-002246,Hs 633.T,HS633T,Soft Tissue,Fibrosarcoma,,,,,0
ACH-002247,IM-9,IM9,Myeloid,Non-Cancerous,,,0.009810246,0.036741049,0
ACH-002248,IMR-5,IMR5,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-002249,JHU-011,JHU011,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.00743175,0.117560309,0
ACH-002250,JHU-022,JHU022,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.018254041,0.03409664,0
ACH-002251,JHU-029,JHU029,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.007261357,0.13716592,0
ACH-002252,JiyoyeP-2003,JIYOYEP2003,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002253,JSC-1,JSC1,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002254,KARPAS-1106P,KARPAS1106P,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002255,KARPAS-231,KARPAS231,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002256,KARPAS-45,KARPAS45,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-002257,KINGS-1,KINGS1,CNS/Brain,Diffuse Glioma,,,0.010396491,0.163008276,0
ACH-002258,KMOE-2,KMOE2,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-002259,KNS-81-FD,KNS81FD,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002261,KP-N-YS,KPNYS,Peripheral Nervous System,Neuroblastoma,,,0.03240946,-0.016590096,0
ACH-002262,KY821,KY821,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-002263,KYSE-220,KYSE220,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,,,0.01906175,0.005696399,0
ACH-002264,KYSE-50,KYSE50,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,,,,,0
ACH-002265,LB771-HNC,LB771HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.027640403,0.010741016,0
ACH-002266,LB831-BLC,LB831BLC,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,,,,,0
ACH-002267,LC4-1,LC41,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-002268,LN-405,LN405,CNS/Brain,Diffuse Glioma,,,,,0
ACH-002269,LNZTA3WT4,LNZTA3WT4,CNS/Brain,Diffuse Glioma,,,0.008607373,0.116720849,0
ACH-002270,MC-CAR,MCCAR,Lymphoid,Non-Cancerous,,,,,0
ACH-002271,MFH-ino,MFHINO,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,,,,0
ACH-002272,MHH-PREB-1,MHHPREB1,Lymphoid,Non-Hodgkin Lymphoma,,,,,0
ACH-002273,ML-2,ML2,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-002274,MLMA,MLMA,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002275,MN-60,MN60,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002276,MY-M12,MYM12,Myeloid,Acute Leukemias of Ambiguous Lineage,,,,,0
ACH-002277,NB(TU)1-10,NBTU110,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-002278,NB10,NB10,Peripheral Nervous System,Neuroblastoma,,,0.360551363,-0.339131014,0
ACH-002279,NB12,NB12,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-002280,NB13,NB13,Peripheral Nervous System,Neuroblastoma,,,0.130503848,-0.237822249,0
ACH-002281,NB14,NB14,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-002282,NB17,NB17,Peripheral Nervous System,Neuroblastoma,,,0.01154832,0.140968052,0
ACH-002283,NB5,NB5,Peripheral Nervous System,Neuroblastoma,4.531000850758032,,0.009159649,0.056685337,0
ACH-002284,NB6,NB6,Peripheral Nervous System,Neuroblastoma,,,0.210267348,-0.261576031,0
ACH-002285,NB7,NB7,Peripheral Nervous System,Neuroblastoma,,,0.034841072,-0.022880574,0
ACH-002286,NCI-H128,NCIH128,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-002287,NCI-H630,NCIH630,Bowel,Colorectal Adenocarcinoma,,,,,0
ACH-002288,NEC8,NEC8,Testis,Non-Seminomatous Germ Cell Tumor,,,,,0
ACH-002289,NK-92MI,NK92MI,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-002290,NKM-1,NKM1,Myeloid,Acute Myeloid Leukemia,4.1067670624450985,,,,0
ACH-002291,NTERA-2 cl.D1,NTERA2CLD1,Testis,Non-Seminomatous Germ Cell Tumor,5.933577359114036,,0.005467212,0.146814483,0
ACH-002292,OACp4C,OACP4C,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,,,,0
ACH-002293,P32-ISH,P32ISH,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002294,PCI-15A,PCI15A,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.009616553,0.077559652,0
ACH-002295,PCI-30,PCI30,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.011388612,0.144629838,0
ACH-002296,PCI-38,PCI38,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.006566772,0.070836948,0
ACH-002297,PCI-4B,PCI4B,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.003982008,0.163381125,0
ACH-002298,PCI-6A,PCI6A,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.011296337,0.054419808,0
ACH-002299,QIMR-WIL,QIMRWIL,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-002300,Ramos-2G6-4C10,RAMOS2G64C10,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-002301,RF-48,RF48,Lymphoid,Non-Hodgkin Lymphoma,,,,,0
ACH-002302,RPMI-8866,RPMI8866,Myeloid,Myeloproliferative Neoplasms,,,,,0
ACH-002304,SK-MG-1,SKMG1,CNS/Brain,Diffuse Glioma,,,0.044379231,-0.052694223,0
